		Uncategorised	Meaty	 Nutty	Medicinal	Chocolate	Wood	Spice	Herbaceous	 Berry	Dairy	Green	Roasted	Petrol	Floral	Caramel	Sulphur	 Tree fruit	Tropical	Marine	Earthy	Fruit like	Melon	Sour	 Citrus	Phenol	Pungent	Toasted	Smoke	Savory
660	Mexican groundcherry	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
661	Towel gourd	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
662	Salmonidae	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
663	Walleye	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
664	Alaska pollock	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
665	Whelk	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
667	Broad whitefish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
668	Whitefish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
669	Whiting	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
670	Wild rice	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
671	Tea leaf willow	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
672	Winged bean	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
673	Yam	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
674	Jicama	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
675	Yautia	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
676	Yellowfin tuna	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
677	Yellowtail amberjack	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
678	Pollock	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
679	Albacore tuna	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
680	Atlantic halibut	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
682	Smelt	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
683	Clupeinae	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
684	Spiny lobster	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
685	Black-eyed pea	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
686	Deer	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
687	Percoidei	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
688	Perciformes	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
690	Rabbit	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
691	Beefalo	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
693	Bivalvia	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
694	Flatfish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
695	Walrus	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
696	Alaska wild rhubarb	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
697	Oriental wheat	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
698	Yardlong bean	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
699	Great horned owl	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
700	Quail	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
701	Boysenberry	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
702	Rowal	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
703	Jew's ear	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
704	Shiitake	0.25	0.13	0.23	0.14	0.15	0.05	0.16	0.13	0.11	0.06	0.22	0.05	0.0	0.27	0.25	0.16	0.12	0.06	0.28	0.2	0.0	0.06	0.29	0.17	0.15	0.24	0.0	0.06	0.0
705	Purple laver	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
706	Wakame	0.24	0.03	0.23	0.13	0.15	0.05	0.16	0.08	0.11	0.0	0.2	0.04	0.0	0.27	0.24	0.07	0.12	0.06	0.22	0.11	0.0	0.06	0.21	0.16	0.12	0.22	0.0	0.06	0.0
707	Enokitake	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
708	Epazote	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
709	Oyster mushroom	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
710	Cloud ear fungus	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
711	Maitake	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
712	Ostrich fern	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
713	Spot croaker	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
714	Sourdock	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
715	Tinda	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
716	Atlantic menhaden	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
717	Agave	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
718	Narrowleaf cattail	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
719	Jellyfish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
720	Anchovy	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
721	Blue whiting	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
722	Carp bream	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
723	Chanterelle	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
724	Sturgeon	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
725	Charr	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
726	Common dab	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
727	Spiny dogfish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
728	Anatidae	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
729	Anguilliformes	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
730	True frog	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
731	Garfish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
732	Gadiformes	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
733	Mountain hare	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
734	Lake trout	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
735	Lemon sole	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
736	Lumpsucker	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
737	Scombridae	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
738	Norway haddock	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
739	Norway pout	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
740	Oil palm	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
741	Sago palm	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
742	Persimmon	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
743	Pikeperch	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
744	Pleuronectidae	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
745	Rock ptarmigan	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
746	Pacific ocean perch	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
747	Black salsify	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
748	True seal	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
749	Red algae	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
750	Kombu	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
751	Snail	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
752	True sole	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
753	Catfish	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
754	Thistle	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.36	0.15	0.12	0.22	0.0	0.06	0.0
755	Common Tuna	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
756	Cetacea	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
757	Columbidae	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
758	Conch	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
759	Berry wine	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
762	Vodka	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
763	Ice cream	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
764	Vermouth	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
765	Madeira wine	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
766	Nougat	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
767	Toffee	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
768	Cake	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
769	Pizza	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
770	Ymer	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
771	Other snack food	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
772	Pastry	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
773	Dragée	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
774	Chewing gum	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
775	Marzipan	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
776	Salad dressing	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
